Product Type,Model,Manufacturer,Registration No.,Water Efficiency Grade,Announcement Date,Standard,WEI,EEI,Water Consumption (L),Energy Consumption (kWh/cycle),Drying Index PD,Cleaning Index PC,Capacity (place settings),Noise dB(A)
洗碗机,JBCD6E-03-N10,宁波方太厨具有限公司,20251230-CWL032020-130723,1,2025-12-30,GB 38383-2019,45.0,50.0,12.6,0.860,1.36,1.34,16,
洗碗机,JBCD6E-03-B-N10,宁波方太厨具有限公司,20251230-CWL032020-145326,1,2025-12-30,GB 38383-2019,45.0,50.0,12.6,0.860,1.36,1.34,16,
洗碗机,JBCD7E-04-Y1,宁波方太厨具有限公司,20251230-CWL032020-204414,1,2025-12-30,GB 38383-2019,45.0,50.0,19.1,0.970,1.38,1.36,25,
洗碗机,JBCD7E-04-X20Max,宁波方太厨具有限公司,20251230-CWL032020-368926,1,2025-12-30,GB 38383-2019,45.0,50.0,19.1,0.970,1.38,1.36,25,
洗碗机,JBCD7E-04-Z5,宁波方太厨具有限公司,20251230-CWL032020-295052,1,2025-12-30,GB 38383-2019,45.0,50.0,19.1,0.970,1.38,1.36,25,
洗碗机,JBCD7E-04-X20,宁波方太厨具有限公司,20251230-CWL032020-818057,1,2025-12-30,GB 38383-2019,45.0,50.0,19.1,0.970,1.38,1.36,25,
洗碗机,JBCD7E-04-M-Y1,宁波方太厨具有限公司,20251230-CWL032020-156631,1,2025-12-30,GB 38383-2019,45.0,50.0,19.1,0.970,1.38,1.36,25,
洗碗机,JBCD7E-03-B-V18,宁波方太厨具有限公司,20251230-CWL032020-120014,1,2025-12-30,GB 38383-2019,45.0,50.0,16.2,0.924,1.36,1.34,21,
洗碗机,JBCD7E-03-V18,宁波方太厨具有限公司,20251230-CWL032020-051675,1,2025-12-30,GB 38383-2019,45.0,50.0,16.2,0.924,1.36,1.34,21,
洗碗机,JBCD7E-04-H2,宁波方太厨具有限公司,20251230-CWL032020-053497,1,2025-12-30,GB 38383-2019,45.0,50.0,15.5,0.910,1.36,1.34,20,
洗碗机,JBCD7E-03-T70,宁波方太厨具有限公司,20251230-CWL032020-887757,1,2025-12-30,GB 38383-2019,45.0,50.0,14.8,0.890,1.36,1.34,19,
洗碗机,JBCD7E-04-H-H1,宁波方太厨具有限公司,20251230-CWL032020-590881,1,2025-12-30,GB 38383-2019,45.0,50.0,16.9,0.930,1.38,1.36,22,
洗碗机,JBCD7E-04-H1,宁波方太厨具有限公司,20251230-CWL032020-557585,1,2025-12-30,GB 38383-2019,45.0,50.0,16.9,0.930,1.38,1.36,22,
洗碗机,X7黑,佛山市顺德区美的洗涤电器制造有限公司,20251229-CWL032020-424210,1,2025-12-29,GB 38383-2019,45.0,50.0,10.6,0.607,1.33,1.33,22,
洗碗机,X7白  ,佛山市顺德区美的洗涤电器制造有限公司,20251229-CWL032020-141071,1,2025-12-29,GB 38383-2019,45.0,50.0,10.6,0.607,1.33,1.33,22,
洗碗机,JBCD6E-04-G6,宁波方太厨具有限公司,20251227-CWL032020-215993,1,2025-12-27,GB 38383-2019,45.0,50.0,13.3,0.870,1.38,1.36,17,
洗碗机,JBCD6E-04-G1,宁波方太厨具有限公司,20251227-CWL032020-631201,1,2025-12-27,GB 38383-2019,45.0,50.0,12.6,0.860,1.36,1.34,16,
洗碗机,JBCD6E-04-G7,宁波方太厨具有限公司,20251227-CWL032020-263340,1,2025-12-27,GB 38383-2019,45.0,50.0,12.6,0.860,1.36,1.34,16,
洗碗机,JBSD2T-02-D1L,宁波方太厨具有限公司,20251227-CWL032020-743666,1,2025-12-27,GB 38383-2019,45.0,50.0,8.3,0.786,1.26,1.24,10,
洗碗机,JBSD2T-02-D1,宁波方太厨具有限公司,20251227-CWL032020-730383,1,2025-12-27,GB 38383-2019,45.0,50.0,8.3,0.786,1.26,1.24,10,
洗碗机,JBSD2T-02-M1SL,宁波方太厨具有限公司,20251227-CWL032020-902384,1,2025-12-27,GB 38383-2019,45.0,50.0,8.3,0.786,1.26,1.24,10,
洗碗机,JBSD2T-02-M1S,宁波方太厨具有限公司,20251227-CWL032020-593949,1,2025-12-27,GB 38383-2019,45.0,50.0,8.3,0.786,1.26,1.24,10,
洗碗机,WQP16-D3-X1 Pro,广东万和电气有限公司,20251226-CWL032020-156960,1,2025-12-26,GB 38383-2019,43.5,47.5,12.2,0.816,1.31,1.30,16,
洗碗机,W76A-G3L,杭州老板电器股份有限公司,20251225-CWL032020-418076,1,2025-12-25,GB 38383-2019,35.1,43.9,12.66,0.811,1.36,1.34,21,
洗碗机,SK-X18,广东索奇实业有限公司,20251223-CWL032020-386972,1,2025-12-23,GB 38383-2019,36.7,49.1,11.5,0.870,1.30,1.30,18,
洗碗机,W76-i1 Pro,杭州老板电器股份有限公司,20251218-CWL032020-745988,1,2025-12-18,GB 38383-2019,36.5,48.5,12.6,0.887,1.36,1.34,20,
洗碗机,XW-08,广州绘迦贸易有限公司,20251218-CWL032020-713767,1,2025-12-18,GB 38383-2019,44.6,47.9,11.1,0.803,1.25,1.14,14,
洗碗机,WQP14-AKC10,佛山市爱晟智能电器有限公司,20251218-CWL032020-563787,1,2025-12-18,GB 38383-2019,44.7,47.9,11.1,0.802,1.25,1.14,14,
洗碗机,JBCD7E-04-X2,宁波方太厨具有限公司,20251217-CWL032020-726415,1,2025-12-17,GB 38383-2019,45.0,50.0,18.4,0.960,1.36,1.34,24,
洗碗机,HWY22-DS68WGHU1,青岛海尔洗碗机有限公司,20251217-CWL032020-129245,1,2025-12-17,GB 38383-2019,30.3,48.6,11.9,0.910,1.38,1.34,22,
洗碗机,WQP16-D3-X1,广东万和电气有限公司,20251215-CWL032020-229125,1,2025-12-15,GB 38383-2019,43.5,47.5,12.2,0.816,1.31,1.30,16,
洗碗机,XQD14T-X506Pro,浙江帅康电气股份有限公司,20251212-CWL032020-851904,1,2025-12-12,GB 38383-2019,42.6,46.6,10.6,0.779,1.32,1.26,14,
洗碗机,GT603,佛山市冈田健康科技有限公司,20251212-CWL032020-134088,1,2025-12-12,GB 38383-2019,44.6,47.9,11.1,0.802,1.25,1.14,14,
洗碗机,GT603BF,佛山市冈田健康科技有限公司,20251212-CWL032020-131571,1,2025-12-12,GB 38383-2019,43.9,47.8,10.9,0.799,1.13,1.12,14,
洗碗机,L6,佛山市顺德区美的洗涤电器制造有限公司,20251208-CWL032020-805022,1,2025-12-08,GB 38383-2019,45.0,50.0,11.9,0.835,1.38,1.30,15,
洗碗机,SJ43HB06MC,博西华家用电器有限公司,20251204-CWL032020-348670,1,2025-12-04,GB 38383-2019,31.0,48.0,10.4,0.870,1.33,1.31,20,
洗碗机,SJ43HB03MC,博西华家用电器有限公司,20251204-CWL032020-815761,1,2025-12-04,GB 38383-2019,31.0,48.0,10.4,0.870,1.33,1.31,20,
洗碗机,SJ65ZX06MC,博西华家用电器有限公司,20251204-CWL032020-297544,1,2025-12-04,GB 38383-2019,34.0,43.0,10.4,0.760,1.26,1.29,18,
洗碗机,SJ45ZC06MC,博西华家用电器有限公司,20251204-CWL032020-987607,1,2025-12-04,GB 38383-2019,34.0,43.0,10.4,0.760,1.26,1.29,18,
洗碗机,SE43EB06KC,博西华家用电器有限公司,20251204-CWL032020-368742,1,2025-12-04,GB 38383-2019,35.0,42.0,9.7,0.725,1.32,1.32,16,
洗碗机,JBSD2T-YU10,宁波方太厨具有限公司,20251203-CWL032020-256236,1,2025-12-03,GB 38383-2019,45.0,50.0,7.6,0.610,1.26,1.24,9,
洗碗机,JBSD2T-B-YU10,宁波方太厨具有限公司,20251203-CWL032020-480986,1,2025-12-03,GB 38383-2019,45.0,50.0,7.6,0.610,1.26,1.24,9,
洗碗机,JBSD2T-B-YU10L,宁波方太厨具有限公司,20251203-CWL032020-985309,1,2025-12-03,GB 38383-2019,45.0,50.0,7.6,0.610,1.26,1.24,9,
洗碗机,JBSD2T-YU10L,宁波方太厨具有限公司,20251203-CWL032020-051777,1,2025-12-03,GB 38383-2019,45.0,50.0,7.6,0.610,1.26,1.24,9,
洗碗机,JBSD2T-J10L,宁波方太厨具有限公司,20251203-CWL032020-041958,1,2025-12-03,GB 38383-2019,45.0,50.0,7.6,0.610,1.26,1.24,9,
洗碗机,JBSD1T-U10,宁波方太厨具有限公司,20251203-CWL032020-285609,1,2025-12-03,GB 38383-2019,45.0,50.0,7.6,0.610,1.26,1.24,9,
洗碗机,JBSD2T-J10,宁波方太厨具有限公司,20251203-CWL032020-995258,1,2025-12-03,GB 38383-2019,45.0,50.0,7.6,0.610,1.26,1.24,9,
洗碗机,JBSD1T-B-U10,宁波方太厨具有限公司,20251203-CWL032020-556692,1,2025-12-03,GB 38383-2019,45.0,50.0,7.6,0.610,1.26,1.24,9,
洗碗机,S522,佛山市顺德区美的洗涤电器制造有限公司,20251128-CWL032020-439965,1,2025-11-28,GB 38383-2019,45.0,50.0,10.6,0.607,1.33,1.33,22,
洗碗机,S622,佛山市顺德区美的洗涤电器制造有限公司,20251128-CWL032020-391336,1,2025-11-28,GB 38383-2019,45.0,50.0,10.6,0.607,1.33,1.33,22,
洗碗机,W76-i1 Pro,杭州老板电器股份有限公司,20251127-CWL032020-394862,1,2025-11-27,GB 38383-2019,33.3,46.9,11.5,0.862,1.36,1.34,20,
洗碗机,W64-S2,杭州老板电器股份有限公司,20251127-CWL032020-103330,1,2025-11-27,GB 38383-2019,37.7,45.6,10.0,0.780,1.36,1.34,15,
洗碗机,W64-G30,杭州老板电器股份有限公司,20251127-CWL032020-659838,1,2025-11-27,GB 38383-2019,37.7,45.6,10.0,0.780,1.36,1.34,15,
洗碗机,WQP18-18A,深圳火王智能厨电股份有限公司,20251127-CWL032020-861024,1,2025-11-27,GB 38383-2019,37.4,48.1,11.7,0.840,1.23,1.18,18,
洗碗机,LSCD001,"宁波市栗上创新科技有限公司
",20251126-CWL032020-361836,1,2025-11-26,GB 38383-2019,26.6,47.2,4.2,0.401,1.24,1.21,3,
洗碗机,CWYL1CU1,青岛海尔洗碗机有限公司,20251126-CWL032020-561495,1,2025-11-26,GB 38383-2019,30.3,48.6,11.9,0.910,1.38,1.35,22,
洗碗机,MOFR-2BF5                ,广东默克菲尔电气有限公司,20251125-CWL032020-969637,1,2025-11-25,GB 38383-2019,44.7,48.5,8.5,0.493,1.19,1.12,5,
洗碗机,MOFR-2AF5                ,广东默克菲尔电气有限公司,20251125-CWL032020-540764,1,2025-11-25,GB 38383-2019,44.7,48.5,8.5,0.493,1.19,1.12,5,
洗碗机,454B01AC14Pro  ,德国百诗顿股份有限公司,20251125-CWL032020-962729,1,2025-11-25,GB 38383-2019,43.9,47.8,10.9,0.799,1.13,1.12,14,
洗碗机,WQD13-FG (B),上海林内有限公司 ,20251125-CWL032020-756636,1,2025-11-25,GB 38383-2019,42.9,46.0,10.0,0.756,1.31,1.30,13,
洗碗机,WQP7-05A,合肥荣耀厨房设备有限公司,20251124-CWL032020-400356,1,2025-11-24,GB 38383-2019,45,50,6.2,0.540,1.08,1.12,7,
洗碗机,HWY22-SZ696GHU1,青岛海尔洗碗机有限公司,20251124-CWL032020-620615,1,2025-11-24,GB 38383-2019,30.3,48.6,11.9,0.910,1.38,1.35,22,
洗碗机,EYSZW22586SHU1,青岛海尔洗碗机有限公司,20251124-CWL032020-051756,1,2025-11-24,GB 38383-2019,30.3,48.6,11.9,0.910,1.38,1.34,22,
洗碗机,EYFZW22586SHU1,青岛海尔洗碗机有限公司,20251124-CWL032020-298184,1,2025-11-24,GB 38383-2019,30.3,48.6,11.9,0.910,1.38,1.35,22,
洗碗机,JP-15B135G,日本松下奈緒有限公司,20251121-CWL032020-223172,1,2025-11-21,GB 38383-2019,43.8,47.8,10.9,0.799,1.13,1.12,14,
洗碗机,DW60-D972,欧派家居集团股份有限公司,20251121-CWL032020-140674,1,2025-11-21,GB 38383-2019,45,50,13.6,0.855,1.08,1.12,18,
洗碗机,WD5-M01,海信(山东)厨卫有限公司 ,20251120-CWL032020-341634,1,2025-11-20,GB 38383-2019,30.5,45.3,5.8,0.451,1.30,1.31,5,
洗碗机,W7T-01GB   ,中山市浩乐电器制造有限公司 ,20251119-CWL032020-154992,1,2025-11-19,GB 38383-2019,45,50,6.2,0.540,1.08,1.12,7,
洗碗机,FFF7880ZXA,伊莱克斯（中国）电器有限公司 ,20251118-CWL032020-500813,1,2025-11-18,GB 38383-2019,30.7,43.2,14.0,0.884,1.14,1.15,18,
洗碗机,HWY22-S566SHU1,青岛海尔洗碗机有限公司,20251118-CWL032020-119468,1,2025-11-18,GB 38383-2019,30.3,48.6,11.9,0.910,1.38,1.35,22,
洗碗机,CWY22-DFZ696GHU1(Y6Pro),青岛海尔洗碗机有限公司,20251117-CWL032020-530294,1,2025-11-17,GB 38383-2019,30.3,48.6,11.9,0.910,1.38,1.35,22,
洗碗机,WQP18-W535,广州索菲亚供应链有限公司,20251117-CWL032020-221588,1,2025-11-17,GB 38383-2019,43.1,47.2,13.5,0.820,1.30,1.30,18,
洗碗机,WQP12-W525,广州索菲亚供应链有限公司,20251117-CWL032020-554390,1,2025-11-17,GB 38383-2019,41.9,45.6,9.1,0.743,1.24,1.19,12,
洗碗机,CWY22-Z67GHU1(S6),青岛海尔洗碗机有限公司,20251114-CWL032020-815030,1,2025-11-14,GB 38383-2019,30.3,48.6,11.9,0.910,1.38,1.34,22,
洗碗机,CWY22-Z67BHU1(W6),青岛海尔洗碗机有限公司,20251114-CWL032020-091794,1,2025-11-14,GB 38383-2019,30.3,48.6,11.9,0.910,1.38,1.34,22,
洗碗机,CWY22-Z696GHU1(V6),青岛海尔洗碗机有限公司,20251114-CWL032020-546680,1,2025-11-14,GB 38383-2019,30.3,48.6,11.9,0.910,1.38,1.34,22,
洗碗机,WQP14-JCX-C7-600,西屋厨卫科技(广东)有限公司 ,20251114-CWL032020-594552,1,2025-11-14,GB 38383-2019,43.9,47.8,10.9,0.799,1.13,1.12,14,
洗碗机,CWC10-B57GQU1(N11ZPro洗),青岛海尔洗碗机有限公司,20251107-CWL032020-648865,1,2025-11-07,GB 38383-2019,40,48.7,7.4,0.666,1.38,1.36,10,
洗碗机,CWC10-B69U1(N11X),青岛海尔洗碗机有限公司,20251107-CWL032020-072427,1,2025-11-07,GB 38383-2019,40,48.7,7.4,0.666,1.38,1.36,10,
洗碗机,HTD-B2Pro-65(黑色),广东慧曼智能科技有限公司,20251106-CWL032020-312325,1,2025-11-06,GB 38383-2019,45.0,50.0,11.0,0.800,1.30,1.30,14,
洗碗机,HTD-B2Pro-65,广东慧曼智能科技有限公司,20251106-CWL032020-668687,1,2025-11-06,GB 38383-2019,45.0,50.0,11.0,0.800,1.30,1.30,14,
洗碗机,HTD-C2 Pro（黑色）,广东惠曼科技有限公司 ,20251105-CWL032020-801302,1,2025-11-05,GB 38383-2019,37.3,43.4,5.7,0.495,1.30,1.30,8,
洗碗机,HTD-C2 Pro,广东惠曼科技有限公司 ,20251105-CWL032020-519966,1,2025-11-05,GB 38383-2019,37.3,43.4,5.7,0.495,1.30,1.30,8,
洗碗机,V9 Plus,佛山市顺德区美的洗涤电器制造有限公司,20251105-CWL032020-795907,1,2025-11-05,GB 38383-2019,45.0,50.0,11.9,0.835,1.38,1.30,15,
洗碗机,GS01D-13 ,中山市初禾电器科技有限公司 ,20251103-CWL032020-218269,1,2025-11-03,GB 38383-2019,30.0,48.7,7.0,0.797,1.09,1.15,13,
洗碗机,GS01C-13 ,中山市初禾电器科技有限公司 ,20251103-CWL032020-381666,1,2025-11-03,GB 38383-2019,30.0,48.7,7.0,0.797,1.09,1.15,13,
洗碗机,GS01B-13 ,中山市初禾电器科技有限公司 ,20251103-CWL032020-246029,1,2025-11-03,GB 38383-2019,30.0,48.7,7.0,0.797,1.09,1.15,13,
洗碗机,FFF9892SXA,伊莱克斯（中国）电器有限公司 ,20251101-CWL032020-708870,1,2025-11-01,GB 38383-2019,37.7,44.0,14.0,0.884,1.13,1.18,18,
洗碗机,FFF8890SBA ,伊莱克斯（中国）电器有限公司 ,20251101-CWL032020-858016,1,2025-11-01,GB 38383-2019,37.5,44.6,14.0,0.884,1.13,1.17,18,
洗碗机,FBF9842SBA ,伊莱克斯（中国）电器有限公司 ,20251101-CWL032020-321600,1,2025-11-01,GB 38383-2019,39.0,44.5,14.0,0.884,1.17,1.16,18,
洗碗机,FBF8630SBA,伊莱克斯（中国）电器有限公司,20251101-CWL032020-650333,1,2025-11-01,GB 38383-2019,35.7,43.5,12.6,0.860,1.20,1.22,16,
洗碗机,EBF7830SBA,伊莱克斯（中国）电器有限公司,20251101-CWL032020-768641,1,2025-11-01,GB 38383-2019,31.8,43.3,14,0.884,1.14,1.18,18,
洗碗机,WF18-C507iPro ,海信(山东)厨卫有限公司,20251031-CWL032020-022096,1,2025-10-31,GB 38383-2019,31,49,9.7,0.872,1.35,1.26,18,
洗碗机,GS01A-13 ,中山市初禾电器科技有限公司 ,20251031-CWL032020-441791,1,2025-10-31,GB 38383-2019,30.0,48.7,7.0,0.797,1.09,1.15,13,
洗碗机,CWC10-B57GQU1(N11ZPro洗),青岛海尔洗碗机有限公司 ,20251031-CWL032020-480434,1,2025-10-31,GB 38383-2019,36.1,48.7,6.7,0.666,1.38,1.36,10,
洗碗机,CWC10-B69U1(N11X) ,青岛海尔洗碗机有限公司 ,20251031-CWL032020-567289,1,2025-10-31,GB 38383-2019,36.1,48.7,6.7,0.666,1.38,1.36,10,
洗碗机,WD16-M25W,海信(山东)厨卫有限公司,20251031-CWL032020-153776,1,2025-10-31,GB 38383-2019,29.5,49.3,8.3,0.854,1.35,1.30,16,
洗碗机,GS01-13 ,中山市初禾电器科技有限公司 ,20251031-CWL032020-921633,1,2025-10-31,GB 38383-2019,30.0,48.7,7.0,0.797,1.09,1.15,13,
洗碗机,QLK-T09,中山市梅洛迪电器有限公司,20251029-CWL032020-184858,1,2025-10-29,GB 38383-2019,75,80,2.9,0.287,0.86,1.12,4,
洗碗机,26594T-NA ,科勒（中国）投资有限公司,20251029-CWL032020-330387,2,2025-10-29,GB 38383-2019,52,56,7.6,0.632,1.08,1.12,8,
洗碗机,DG1-A5205, 广东海新智能厨房股份有限公司,20251028-CWL032020-725765,1,2025-10-28,GB 38383-2019,40.3,45.2,9.4,0.749,1.15,1.13,13,
洗碗机,W76-S2,杭州老板电器股份有限公司,20251022-CWL032020-829910,1,2025-10-22,GB 38383-2019,33,46.7,11.4,0.858,1.36,1.34,20,
洗碗机,MJ6000,星旷创新科技（苏州）有限公司,20251017-CWL032020-467662,1,2025-10-17,GB 38383-2019,41.3,47.6,13.6,0.857,1.32,1.32,19,
洗碗机,ETW83286KHU1,青岛海尔洗碗机有限公司 ,20251017-CWL032020-535115,1,2025-10-17,GB 38383-2019,45,50,6.6,0.509,1.30,1.30,8,
洗碗机,WQP19-X3-M6,广东万和电气有限公司,20251013-CWL032020-124483,1,2025-10-13,GB 38383-2019,41.3,47.9,13.6,0.860,1.32,1.32,19,
洗碗机,WQP19-X3-A6,广东万和电气有限公司,20251013-CWL032020-462161,1,2025-10-13,GB 38383-2019,41.3,47.9,13.6,0.860,1.32,1.32,19,
洗碗机,WQP16-X3-Q1,广东万和电气有限公司,20251013-CWL032020-881871,1,2025-10-13,GB 38383-2019,43.5,47.5,12.2,0.816,1.31,1.30,16,
洗碗机,JZ-T5M01,佛山市百斯特电器科技有限公司,20251011-CWL032020-530499,1,2025-10-11,GB 38383-2019,45,50,5.7,0.470,1.30,1.31,5,
洗碗机,MK7000,星旷创新科技（苏州）有限公司,20251010-CWL032020-811487,1,2025-10-10,GB 38383-2019,37.4,49.4,10.5,0.850,1.12,1.15,16,
洗碗机,MK6000A,星旷创新科技（苏州）有限公司,20251010-CWL032020-982909,1,2025-10-10,GB 38383-2019,37.4,49.4,10.5,0.850,1.12,1.15,16,
洗碗机,DW610A,金牌厨柜电器科技有限责任公司,20251008-CWL032020-213710,2,2025-10-08,GB 38383-2019,49.7,51.7,10.8,0.843,1.13,1.21,12,
洗碗机,WQP4-6208,佛山市百斯特电器科技有限公司,20250930-CWL032020-189272,1,2025-09-30,GB 38383-2019,45,50,5.7,0.470,1.30,1.31,5,
洗碗机,JZ-T8S01,佛山市百斯特电器科技有限公司,20250930-CWL032020-304287,1,2025-09-30,GB 38383-2019,38,50,5.7,0.540,1.30,1.30,8,
洗碗机,WQP8-DQ1,合肥荣耀厨房设备有限公司,20250926-CWL032020-115547,3,2025-09-26,GB 38383-2019,52.3,55.9,8.0,0.649,1.07,1.23,8,
洗碗机,WQP14-Q11,合肥荣耀厨房设备有限公司 ,20250926-CWL032020-013503,1,2025-09-26,GB 38383-2019,44.7,47.9,11.1,0.802,1.25,1.14,14,
洗碗机,WQP14-Q10 ,合肥荣耀厨房设备有限公司 ,20250926-CWL032020-322285,1,2025-09-26,GB 38383-2019,44.7,47.9,11.1,0.802,1.25,1.14,14,
洗碗机,091W,杭州名气电器有限公司,20250925-CWL032020-081013,1,2025-09-25,GB 38383-2019,39.4,47.2,9.8,0.796,1.36,1.34,14,
洗碗机,W60B01A,杭州老板电器股份有限公司,20250925-CWL032020-881272,1,2025-09-25,GB 38383-2019,39.4,47.2,9.8,0.796,1.36,1.34,14,
洗碗机,W60-B60D,杭州老板电器股份有限公司,20250925-CWL032020-769703,1,2025-09-25,GB 38383-2019,39.4,47.2,9.8,0.796,1.36,1.34,14,
洗碗机,WQP14-Q12  ,合肥荣耀厨房设备有限公司 ,20250925-CWL032020-709357,1,2025-09-25,GB 38383-2019,44.7,47.9,11.1,0.802,1.25,1.14,14,
洗碗机,WQP14-Q12BF,合肥荣耀厨房设备有限公司,20250925-CWL032020-177588,1,2025-09-25,GB 38383-2019,43.9,47.8,10.9,0.799,1.13,1.12,14,
洗碗机,V6 Pro,佛山市顺德区美的洗涤电器制造有限公司,20250924-CWL032020-523249,1,2025-09-24,GB 38383-2019,45.0,50.0,11.9,0.835,1.38,1.30,15,
洗碗机,V6 ,佛山市顺德区美的洗涤电器制造有限公司,20250924-CWL032020-909704,1,2025-09-24,GB 38383-2019,45.0,50.0,11.9,0.835,1.38,1.30,15,
洗碗机,EYDSZW1858SHU1,青岛海尔洗碗机有限公司,20250923-CWL032020-654913,1,2025-09-23,GB 38383-2019,37.0,49.4,11.6,0.850,1.38,1.33,18,
洗碗机,KDE-SA12,陕西康佳智能家电有限公司,20250923-CWL032020-119320,1,2025-09-23,GB 38383-2019,42.5,48.8,9.2,0.790,1.29,1.15,12,
洗碗机,KDE-SA12-1,陕西康佳智能家电有限公司,20250923-CWL032020-696756,1,2025-09-23,GB 38383-2019,42.5,48.8,9.2,0.790,1.29,1.15,12,
洗碗机,JZMG16-D1,宁波美高厨具有限公司,20250922-CWL032020-502455,1,2025-09-22,GB 38383-2019,43.8,46.6,12.3,0.776,1.31,1.31,16,
洗碗机,W76B700,杭州老板电器股份有限公司,20250919-CWL032020-106494,1,2025-09-19,GB 38383-2019,34.5,45.7,13,0.861,1.36,1.34,22,
洗碗机,W76F-S2L,杭州老板电器股份有限公司,20250919-CWL032020-383420,1,2025-09-19,GB 38383-2019,34.5,45.7,13,0.861,1.36,1.34,22,
洗碗机,W76-S2L,杭州老板电器股份有限公司,20250919-CWL032020-251812,1,2025-09-19,GB 38383-2019,34.5,45.7,13.0,0.861,1.36,1.34,22,
洗碗机,W76B600,杭州老板电器股份有限公司,20250919-CWL032020-690304,1,2025-09-19,GB 38383-2019,34.5,45.7,13.0,0.861,1.36,1.34,22,
洗碗机,W76B610,杭州老板电器股份有限公司,20250919-CWL032020-057017,1,2025-09-19,GB 38383-2019,34.5,45.7,13.0,0.861,1.36,1.34,22,
洗碗机,DN19-DZ6U01QCN,智跃优创科技（苏州）有限公司,20250918-CWL032020-242975,1,2025-09-18,GB 38383-2019,41.3,47.6,13.6,0.856,1.32,1.32,19,
洗碗机,CDG24QH-X2A-5,上海科慕电器有限公司,20250918-CWL032020-840813,1,2025-09-18,GB 38383-2019,45.0,50.0,10.8,0.624,1.38,1.36,24,
洗碗机,CDG24QH-X2-5,上海科慕电器有限公司,20250917-CWL032020-343045,1,2025-09-17,GB 38383-2019,45.0,50.0,10.8,0.624,1.38,1.36,24,
洗碗机,JPSD2T-J5MaxL,宁波方太厨具有限公司,20250917-CWL032020-915877,1,2025-09-17,GB 38383-2019,45.0,50.0,6.1,0.520,1.22,1.20,7,
洗碗机,JPSD2T-J5Max,宁波方太厨具有限公司,20250917-CWL032020-867306,1,2025-09-17,GB 38383-2019,45.0,50.0,6.1,0.520,1.22,1.20,7,
洗碗机,JPSD2T-J2MaxL,宁波方太厨具有限公司,20250917-CWL032020-098030,1,2025-09-17,GB 38383-2019,45.0,50.0,6.1,0.520,1.22,1.20,7,
洗碗机,JPSD2T-J2Max,宁波方太厨具有限公司,20250917-CWL032020-285948,1,2025-09-17,GB 38383-2019,45.0,50.0,6.1,0.520,1.22,1.20,7,
洗碗机,SJ65ZX11MC,博西华家用电器有限公司,20250916-CWL032020-000458,1,2025-09-16,GB 38383-2019,32.0,44.0,10.8,0.800,1.34,1.32,20,
洗碗机,SJV6ZMX01C,博西华家用电器有限公司,20250916-CWL032020-241386,1,2025-09-16,GB 38383-2019,32.0,44.0,10.8,0.800,1.34,1.32,20,
洗碗机,DN19-DZ801QDCN,智跃优创科技（苏州）有限公司,20250912-CWL032020-314889,1,2025-09-12,GB 38383-2019,41.3,47.6,13.6,0.856,1.32,1.32,19,
洗碗机,CDW-CS0618TW ,青岛福库电子有限公司  ,20250912-CWL032020-722996,3,2025-09-12,GB 38383-2019,62,63,7.5,0.600,0.97,1.12,6,
洗碗机,UXW002-W,广东美诺浦环境科技有限公司,20250911-CWL032020-393668,1,2025-09-11,GB 38383-2019,43.8,46.6,13.7,0818,1.32,1.32,18,
洗碗机,UXW002-H,广东美诺浦环境科技有限公司,20250911-CWL032020-437663,1,2025-09-11,GB 38383-2019,43.8,46.6,13.7,0818,1.32,1.32,18,
洗碗机,UXW001,广东美诺浦环境科技有限公司,20250911-CWL032020-583834,1,2025-09-11,GB 38383-2019,43.8,46.6,13.7,0.818,1.32,1.32,18,
洗碗机,DN19-DU76K701CNDA,智跃优创科技（苏州）有限公司,20250909-CWL032020-452813,1,2025-09-09,GB 38383-2019,41.3,47.6,13.6,0.856,1.32,1.32,19,
洗碗机,W767-i1,杭州老板电器股份有限公司,20250908-CWL032020-363069,1,2025-09-08,GB 38383-2019,33.3,46.9,11.5,0.862,1.36,1.34,20,
洗碗机,HTD-B2plus-5（黑色）,广东慧曼智能科技有限公司,20250908-CWL032020-765249,1,2025-09-08,GB 38383-2019,43.1,47.1,13.5,0.819,1.33,1.33,18,
洗碗机,HTD-B2plus-5,广东慧曼智能科技有限公司,20250908-CWL032020-700928,1,2025-09-08,GB 38383-2019,43.1,47.1,13.5,0.819,1.33,1.33,18,
洗碗机,DWS-QH13A,浙江美大实业股份有限公司,20250905-CWL032020-339846,1,2025-09-05,GB 38383-2019,45,50,10.4,0.83,1.08,1.12,13,
洗碗机,WQP20-20A,深圳火王智能厨电股份有限公司,20250904-CWL032020-256127,1,2025-09-04,GB 38383-2019,39.4,49.7,13.6,0.896,1.17,1.18,20,
洗碗机,WB723,杭州老板电器股份有限公司,20250904-CWL032020-845609,1,2025-09-04,GB 38383-2019,41.7,48.2,9.7,0.791,1.33,1.25,13,
洗碗机,W60-B102,杭州老板电器股份有限公司,20250904-CWL032020-714243,1,2025-09-04,GB 38383-2019,41.7,48.2,9.7,0.791,1.24,1.25,13,
洗碗机,W60-B101,杭州老板电器股份有限公司,20250904-CWL032020-107178,1,2025-09-04,GB 38383-2019,41.7,48.2,9.7,0.791,1.24,1.25,13,
洗碗机,W60-B103,杭州老板电器股份有限公司,20250904-CWL032020-868288,1,2025-09-04,GB 38383-2019,41.7,48.2,9.7,0.791,1.25,1.25,13,
